Join_Count,TARGET_FID,JOIN_FID,ID,Latitude,Longitude,Plant,Native_Status,Photo,Observer,Date,Source,County,Location_Description,Location_Quality,Citation,AREA,PERIMETER,NAME,CODE,ACRES,Distanc_Feat1_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_33_34_35,Reclass_hfp_12_13_14_15_16_17_18_19_20_21_22_23_24,EucDist_road1_12_13_14,native
1,1,26,wb2630-100,37.693752000000003,-119.755210000000005,Rubus armeniacus,0,,Hector Piceno-Zamora,11/23/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,2920.6164551,23,509.9019470,0
0,2,-1,wb2630-91,37.671478999999998,-119.801333999999997,Rubus armeniacus,0,,Hector Piceno-Zamora,11/22/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",,,,,,632.4555054,35,0.0000000,0
0,3,-1,wb2630-93,37.671045999999997,-119.800679000000002,Rubus armeniacus,0,,Hector Piceno-Zamora,11/22/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",,,,,,761.5773315,35,0.0000000,0
0,4,-1,wb2630-115,37.673757999999999,-119.784766000000005,Rubus armeniacus,0,,Megan Barker,11/17/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",,,,,,1746.4249268,28,0.0000000,0
1,5,26,wb2630-181,37.741104999999997,-119.569094000000007,Sorghum halepense,0,,Brandon Blackburn,11/15/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,35,0.0000000,0
1,6,26,wb2630-82,37.550209000000002,-119.642076000000003,Cytisus scoparius,0,,Anna Belle Rankin,11/14/2022,National Park Service,Mariposa,3.0 Wawona Region,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,509.9019470,53,0.0000000,0
1,7,26,wb2630-84,37.548689000000003,-119.641886999999997,Cytisus scoparius,0,,Ian Cockrill,11/14/2022,National Park Service,Mariposa,3.0 Wawona Region,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,538.5164795,53,0.0000000,0
1,8,26,wb2630-158,37.724038000000000,-119.643505000000005,Robinia pseudoacacia,0,,Brandon Blackburn,10/31/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,23,0.0000000,0
1,9,26,wb2630-63,37.742634000000002,-119.576937000000001,Robinia pseudoacacia,0,,Brandon Blackburn,10/26/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,46,0.0000000,0
1,10,26,wb2630-25,37.747675000000001,-119.582617999999997,Robinia pseudoacacia,0,,Brandon Blackburn,10/19/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,43,0.0000000,0
1,11,26,wb2630-33,37.703235999999997,-119.753062999999997,Robinia pseudoacacia,0,,Brandon Blackburn,10/19/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,1920.9372559,22,100.0000000,0
1,12,1,wb2629-70,37.920633000000002,-119.821725999999998,Rubus armeniacus,0,,Guy Hernandez,9/27/2022,National Park Service,Tuolumne,4.0 Northern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",1564806251.825000047683716,366818.427000000025146,Wilderness,1,386672.049999999988358,282.8427124,14,1252.9964600,0
1,13,26,wb2628-118,37.745199999999997,-119.585095999999993,Cirsium vulgare,0,,Brandon Blackburn,9/22/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,38,0.0000000,0
1,14,26,wb2629-162,37.745088000000003,-119.585026999999997,Rubus laciniatus,0,,Brandon Blackburn,9/22/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,38,0.0000000,0
1,15,26,wb2629-160,37.747495000000001,-119.584896999999998,Rubus armeniacus,0,,Brandon Blackburn,9/22/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,68,0.0000000,0
1,16,26,wb2628-184,37.748966000000003,-119.589100000000002,Robinia pseudoacacia,0,,Brandon Blackburn,9/21/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,141.4213562,65,0.0000000,0
1,17,26,wb2628-180,37.747368000000002,-119.584856000000002,Rubus armeniacus,0,,Brandon Blackburn,9/21/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,41,0.0000000,0
1,18,26,wb2628-164,37.740794999999999,-119.567549000000000,Rubus armeniacus,0,,Guy Hernandez,9/20/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,141.4213562,33,0.0000000,0
1,19,26,wb2628-168,37.740557000000003,-119.568337999999997,Rubus armeniacus,0,,Anna Belle Rankin,9/20/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,141.4213562,32,0.0000000,0
1,20,26,wb2629-195,37.756200999999997,-119.542485999999997,Rubus laciniatus,0,,Ian Cockrill,9/15/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,9,1280.6248779,0
1,21,26,wb2629-216,37.755966999999998,-119.542597999999998,Rubus armeniacus,0,,Chloe Landes-Michelli,9/15/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,9,1280.6248779,0
1,22,26,wb2630-8,37.755245000000002,-119.542625999999998,Rubus armeniacus,0,,Chloe Landes-Michelli,9/15/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,9,1140.1754150,0
1,23,26,wb2630-3,37.757682000000003,-119.539366000000001,Rubus armeniacus,0,,Chloe Landes-Michelli,9/14/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,7,1562.0499268,0
1,24,26,wb2628-138,37.756425000000000,-119.539012999999997,Rubus armeniacus,0,,Brandon Blackburn,9/14/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,8,1486.6069336,0
1,25,26,wb2629-4,37.756216999999999,-119.539276999999998,Rubus armeniacus,0,,Megan Barker,9/14/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,8,1414.2136230,0
1,26,26,wb2629-5,37.756290000000000,-119.539614999999998,Rubus armeniacus,0,,Megan Barker,9/14/2022,National Park Service,Mariposa,2.0 Yosemite Valley,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,8,1414.2136230,0
1,27,26,wb2628-3,37.533489000000003,-119.654505000000000,Cirsium vulgare,0,,Anna Belle Rankin,9/13/2022,National Park Service,Mariposa,3.0 Wawona Region,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,25,141.4213562,0
1,28,26,wb2627-149,37.535899999999998,-119.653245999999996,Rubus laciniatus,0,,Ian Cockrill,9/13/2022,National Park Service,Mariposa,3.0 Wawona Region,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,27,0.0000000,0
1,29,26,wb2628-34,37.536321999999998,-119.657208999999995,Digitalis purpurea,0,,Anna Belle Rankin,9/13/2022,National Park Service,Mariposa,3.0 Wawona Region,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,26,0.0000000,0
1,30,26,wb2630-217,37.696213999999998,-119.766138999999995,Rubus armeniacus,0,,Andrea Cherney,9/13/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,3360.0595703,22,500.0000000,0
1,31,26,wb2627-217,37.537398000000003,-119.658664999999999,Mentha spicata,0,,Anna Belle Rankin,9/12/2022,National Park Service,Mariposa,3.0 Wawona Region,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,141.4213562,52,100.0000000,0
0,32,-1,wb2627-69,37.676364999999997,-119.778166999999996,Ailanthus altissima,0,,Brandon Blackburn,9/12/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",,,,,,2302.1728516,61,0.0000000,0
1,33,26,wb2627-63,37.808529000000000,-119.567148000000003,Spergularia rubra,0,,Chloe Landes-Michelli,9/7/2022,National Park Service,Mariposa,4.0 Northern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,25,100.0000000,0
1,34,26,wb2628-152,37.652518000000001,-119.702935999999994,Hypericum perforatum,0,,Guy Hernandez,9/7/2022,National Park Service,Mariposa,Wawona Road near Alder Creek,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,500.0000000,22,0.0000000,0
1,35,26,wb2628-155,37.652951000000002,-119.702881000000005,Chenopodium album,0,,Guy Hernandez,9/7/2022,National Park Service,Mariposa,Wawona Road near Alder Creek,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,600.0000000,22,0.0000000,0
1,36,26,wb2628-63,37.652034000000000,-119.702736999999999,Poa bulbosa,0,,Anna Belle Rankin,9/7/2022,National Park Service,Mariposa,Wawona Road near Alder Creek,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,500.0000000,22,0.0000000,0
1,37,26,wb2629-139,37.652977999999997,-119.702706000000006,Poa bulbosa,0,,Guy Hernandez,9/7/2022,National Park Service,Mariposa,Wawona Road near Alder Creek,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,600.0000000,22,0.0000000,0
1,38,26,wb2627-110,37.652110000000000,-119.703422000000003,Chenopodium album,0,,Ian Cockrill,9/7/2022,National Park Service,Mariposa,Wawona Road near Alder Creek,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,500.0000000,22,0.0000000,0
1,39,26,wb2627-2,37.662590999999999,-119.665156999999994,Agrostis stolonifera,0,,Anna Belle Rankin,9/7/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,300.0000000,22,100.0000000,0
1,40,26,wb2627-53,37.662168000000001,-119.665368999999998,Logfia gallica,0,,Anna Belle Rankin,9/7/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,300.0000000,22,141.4213562,0
1,41,26,wb2623-70,37.663805000000004,-119.668502000000004,Rumex acetosella,0,,Megan Barker,9/6/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,608.2762451,22,0.0000000,0
1,42,26,wb2626-203,37.664248999999998,-119.664968000000002,Rumex acetosella,0,,Anna Belle Rankin,9/6/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,316.2277527,22,0.0000000,0
1,43,26,wb2615-139,37.665213999999999,-119.669871000000001,Dysphania botrys,0,,Anna Belle Rankin,9/6/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,761.5773315,22,0.0000000,0
1,44,26,wb2626-191,37.666910999999999,-119.669370999999998,Agrostis stolonifera,0,,Anna Belle Rankin,9/6/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,806.2257690,22,0.0000000,0
1,45,26,wb2623-23,37.662039999999998,-119.666504000000003,Rumex acetosella,0,,Guy Hernandez,9/1/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,400.0000000,22,200.0000000,0
1,46,26,wb2623-19,37.662667999999996,-119.664981999999995,Polygonum aviculare,0,,Guy Hernandez,9/1/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,300.0000000,22,100.0000000,0
1,47,26,wb2623-3,37.664298000000002,-119.664130000000000,Dysphania botrys,0,,Guy Hernandez,9/1/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,223.6067963,22,0.0000000,0
1,48,26,wb2627-98,37.663310000000003,-119.663632000000007,Chenopodium album,0,,Ian Cockrill,9/1/2022,National Park Service,Mariposa,Glacier Point Road or Badger Pass,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,200.0000000,48,0.0000000,0
1,49,1,wb2622-82,37.890343000000001,-119.671625000000006,Lactuca serriola,0,,Megan Barker,8/31/2022,National Park Service,Tuolumne,4.0 Northern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",1564806251.825000047683716,366818.427000000025146,Wilderness,1,386672.049999999988358,0.0000000,6,2758.6228027,0
1,50,1,wb2622-162,37.895519999999998,-119.678167000000002,Rumex acetosella,0,,Chloe Landes-Michelli,8/31/2022,National Park Service,Tuolumne,4.0 Northern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",1564806251.825000047683716,366818.427000000025146,Wilderness,1,386672.049999999988358,0.0000000,4,3538.3610840,0
1,51,26,wb2615-86,37.666938999999999,-119.698655000000002,Logfia gallica,0,,Anna Belle Rankin,8/31/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,2137.7558594,22,0.0000000,0
1,52,26,wb2626-121,37.668500999999999,-119.698898000000000,Polygonum aviculare,0,,Anna Belle Rankin,8/31/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,2334.5234375,22,0.0000000,0
1,53,26,wb2622-41,37.673692000000003,-119.693736000000001,Dysphania botrys,0,,Anna Belle Rankin,8/31/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,3036.4453125,22,0.0000000,0
1,54,26,wb2622-33,37.673707000000000,-119.700433000000004,Bromus tectorum,0,,Anna Belle Rankin,8/31/2022,National Park Service,Mariposa,1.0 El Portal & Foresta,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,2915.4758301,22,0.0000000,0
1,55,26,wb2622-124,37.828910000000000,-119.468078000000006,Spergularia rubra,0,,Megan Barker,8/30/2022,National Park Service,Mariposa,Tioga Road near Tenaya Lake,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,27,0.0000000,0
1,56,26,wb2621-220,37.667910999999997,-119.593390999999997,Rumex acetosella,0,,Anna Belle Rankin,8/30/2022,National Park Service,Mariposa,6.0 Glacier Point,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,824.6211548,23,0.0000000,0
1,57,26,wb2621-223,37.669457999999999,-119.608058000000000,Rumex acetosella,0,,Anna Belle Rankin,8/30/2022,National Park Service,Mariposa,6.0 Glacier Point,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,360.5551147,23,0.0000000,0
1,58,26,wb2621-209,37.663992000000000,-119.623538999999994,Spergularia rubra,0,,Anna Belle Rankin,8/30/2022,National Park Service,Mariposa,6.0 Glacier Point,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,22,0.0000000,0
1,59,26,wb2621-216,37.663933000000000,-119.623959999999997,Lactuca serriola,0,,Anna Belle Rankin,8/30/2022,National Park Service,Mariposa,6.0 Glacier Point,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,22,0.0000000,0
1,60,26,wb2621-165,37.664904000000000,-119.622332999999998,Spergularia rubra,0,,Ian Cockrill,8/30/2022,National Park Service,Mariposa,6.0 Glacier Point,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,223.6067963,22,0.0000000,0
1,61,26,wb2626-167,37.876651000000003,-119.350564000000006,Polygonum aviculare,0,,Chloe Landes-Michelli,8/29/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,23,100.0000000,0
1,62,26,wb2626-168,37.876753000000001,-119.352041000000000,Spergularia rubra,0,,Chloe Landes-Michelli,8/29/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,23,0.0000000,0
1,63,26,wb2622-118,37.834851999999998,-119.457150999999996,Rumex acetosella,0,,Megan Barker,8/29/2022,National Park Service,Mariposa,Tioga Road near Tenaya Lake,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,424.2640686,27,0.0000000,0
1,64,26,wb2622-192,37.823117000000003,-119.477501000000004,Bromus inermis,0,,Chloe Landes-Michelli,8/29/2022,National Park Service,Mariposa,Tioga Road near Tenaya Lake,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,27,0.0000000,0
1,65,26,wb2621-147,37.663359999999997,-119.620681000000005,Rumex acetosella,0,,Anna Belle Rankin,8/29/2022,National Park Service,Mariposa,6.0 Glacier Point,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,223.6067963,22,0.0000000,0
1,66,26,wb2621-14,37.846761000000001,-119.445807000000002,Spergularia rubra,0,,Hector Piceno-Zamora,8/26/2022,National Park Service,Mariposa,Tioga Road near Tenaya Lake,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,27,0.0000000,0
1,67,26,wb2620-93,37.852476000000003,-119.440746000000004,Spergularia rubra,0,,Chloe Landes-Michelli,8/26/2022,National Park Service,Mariposa,Tioga Road near Tenaya Lake,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,100.0000000,26,0.0000000,0
1,68,26,wb2621-24,37.874194000000003,-119.420169000000001,Spergularia rubra,0,,Hector Piceno-Zamora,8/26/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,26,0.0000000,0
1,69,26,wb2621-25,37.874502000000000,-119.419459000000003,Spergularia rubra,0,,Hector Piceno-Zamora,8/26/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,25,0.0000000,0
1,70,26,wb2626-32,37.865250000000003,-119.431869000000006,Rumex acetosella,0,,Chloe Landes-Michelli,8/26/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,223.6067963,26,0.0000000,0
1,71,26,wb2621-63,37.876071000000003,-119.412538999999995,Taraxacum officinale,0,,Hector Piceno-Zamora,8/26/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,25,0.0000000,0
1,72,26,wb2621-55,37.877195000000000,-119.405535000000000,Rumex acetosella,0,,Hector Piceno-Zamora,8/26/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,25,0.0000000,0
1,73,26,wb2621-102,37.876578000000002,-119.347009999999997,Taraxacum officinale,0,,Megan Barker,8/25/2022,National Park Service,Tuolumne,5.0 Eastern Yosemite,high,"Calflora [web application]. 2026. The Calflora Database. Retrieved from https://www.calflora.org/ May 20, 2026.",157291277.120999991893768,442698.068000000028405,Non Wilderness,3,38867.519999999996799,0.0000000,23,100.0000000,0
